ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,55571,,,,,,,2020,7
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,,,,,15796,,,2020,1
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,22259,38228,,,,,,,2019,12
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,74054,123383,35399,,,,,,2019,9
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,58046,,,,,,,2019,1
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,227640,,,,,,,,2018,8
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,4156,,,,,,,2018,2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,34816,,,,,,,,2021,5
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,2462,,,,,,,2018,3
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,0,,,2019,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,40506,82505,68,338,,416,,710,2019,10
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,120,,,,2019,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,68,293,,,,,,,2020,10
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,9098,,,,,,,2019,6
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,2790,17656,,,,,,,2018,7
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,106809,89904,,,,,,,2021,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,61566,13571,,,,,,,2020,7
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,14378,,,,,1331,,,2020,12
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,,6000,,,,,,,2019,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,48354,,,,,,,2019,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,28104,27945,366,,,272,,,2019,5
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,111,,,,2019,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,193583,,,,,,,2019,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,51673,70419,40,326,,10,,218,2021,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,128,47349,78,,,,,,2018,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,170804,,,,,,,2018,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,163459,,,,,,,2019,3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,51414,,,,2020,3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,20224,,,,18709,,,2020,12
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,2147,,,,9147,,,2020,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,62886,,,,,,,,2021,6
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GRANEL SOLIDO DIFER. DE CARBON,,,,,,5994,,,2018,9
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,5662,,,2019,9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,49490,,,,,,,2019,4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,774,26358,788,,,,,,2018,6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,8962,,,,,,,,2019,10
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,8486,,,2019,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,313,1072,,,,5649,,,2020,11
TURBO,PROMOTORA BANANERA S.A,GENERAL,1958,,,,,,,,2019,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,220822,,,,,,,,2018,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL LIQUIDO,,3095,,,,,,,2018,6
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,28000,,,,,,,,2019,9
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,10296,,,,,,,2018,8
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,6947,,,,,,,,2019,7
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,6000,,,,,,,,2019,3
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,,265,3,,,,,,2018,4
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,,2071,,,2018,3
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,86013,,,,,,,,2020,7
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,1936,,,2020,7
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,1201,,,,1071,,,2021,5
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,118,,,,2018,2
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,31277,10942,,,,,,1604,2018,4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,59398,,,,,,,2019,6
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,65296,,,,2019,7
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,21180,,,,,,,2020,10
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,9560,,,,,,,2018,3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,10407,,,,,,,,2021,4
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,768,,,2021,4
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7299,,,2021,1
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,111,,,,2019,9
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,13217,,,2019,4
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,216,3344,,,,,,,2019,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,615,2892,,,,6794,,,2018,8
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,67132,,,,,,,,2020,12
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,,15072,,,,,,,2020,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,29142,,,,,,,2018,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,68270,,,,2019,2
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,1555,,,,,,,2018,4
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,2054,,,,,,,,2018,9
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,2089,,,2018,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,11560,11012,,,,,,,2020,12
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,49346,,,,,,,2020,6
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,12699,,,,,,,2018,8
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4860,,,2020,11
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,17,337,,,,,,,2019,10
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7324,,,2021,5
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,2737,9190,,,,,,,2020,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,6485,,,2020,12
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,1595,,,,,,,2019,4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,5278,,,2018,3
GUAJIRA,CERREJON ZONA NORTE S.A.,CARBON AL GRANEL,2214965,,,,,,,,2021,3
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,71843,,,,,,,2021,4
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GENERAL,,,,,,190,,,2021,6
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,22978,,,,,,,2020,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,2174,18538,,,,946,,,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,3037,22719,81,,,19327,,,2020,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,89872,,,,,,,2020,1
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,80326,,,,,,,,2021,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,223252,,,,,,,2020,1
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,45317,72219,,,1718,,,,2020,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,61274,,,,2020,4
BARRANQUILLA,ATUNAMAR LIMITADA,GENERAL,,,,,,3920,,,2018,7
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,,5006,,,,,,,2019,12
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,127488,164053,1246826,,,,,,2018,7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,92645,,,,,,,2021,3
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,,3665,,,,,,,2019,9
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,6517,,,,,,,2019,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,21129,13477,,,,,,,2019,9
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,4633,,,,2755,,,2020,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,29854,,,,,,,2019,5
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,1415,,,,,,,2020,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,43655,,,,,,,2019,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,3510,11972,2054,,,,,,2019,11
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,3995,,,2020,10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,13521,17600,1392,,,21358,,,2020,7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,502,6549,,,,,,,2019,2
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,58968,,,,,,,2021,6
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,30627,,,,,,,,2019,3
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,56672,,,,,,,2019,5
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,125706,,,,,,,,2019,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,2000,4240,,,,,,,2019,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,5478,50741,,,,1049,,,2021,3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,22554,,,,,,,2021,6
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,13799,5591,,,,,,,2021,6
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,1163,,,,,,,2018,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,150998,,,,,,,2018,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,2369,26004,794,,,,,,2019,2
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,3238,,,,,,,2019,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,162289,,,,,,,,2018,3
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,6676,,,,,,,2019,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,30802,,,,,,,2021,4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,62742,180274,,,,,,,2018,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,142714,185010,1142647,,,,,,2018,3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,6281,,,,18255,,,2021,6
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,,,,,5546,,,2018,9
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,3081495,,,,,,,,2019,5
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7278,,,2018,10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,9978,,,,,,,,2019,12
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,398360,76825,,,,41542,,,2020,5
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,CONTENEDORES,,,,,307,,,,2021,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL LIQUIDO,5854,,,,,,,,2018,6
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,6536,,,,,,,2019,6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,42,24,85,,,,,,2020,3
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,1398,,,,,,,2019,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,,,,,17987,,,2020,4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,1859,,,2020,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,112,27771,,,,551,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL LIQUIDO,,3142,,,,,,,2020,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,127634,,,,,,,2019,4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,16774,4926,,,,,,,2018,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,26864,,,17775,,,,2020,6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,53085,70294,256765,,,,,,2018,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,240329,30502,,,,,,,2018,12
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,59469,,,,,,,,2018,3
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,57092,173473,,,,16483,,,2020,8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GENERAL,33500,,,,,,,,2019,11
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,60,55,,,,,,,2020,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,253837,,,,,,,2019,9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,35784,,,,,,,2021,2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,167429,,,,,,,,2021,2
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,63761,92945,264078,,,,,,2019,5
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,10016,,,,,,,2021,6
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,18670,,,,,783,,,2021,2
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,3744,,,2020,10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,CONTENEDORES,,,,,,1917,,,2018,2
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,42005,,,,,,,2021,3
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7167,,,2018,2
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,2846,,,,,,,2018,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,162044,31095,,,,,,,2019,5
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4844,,,2020,2
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,7911,,,,,,,2019,11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,15,261,,,,,,,2018,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CONTENEDORES,,10865,,,,4113,,,2018,1
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,3249,5119,,,,,,2021,4
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,50603,,,,,,,2021,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,,2956,,10,,10642,,,2021,3
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,739,,,,,,,2020,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,102139,,,,,,,2019,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,39790,,,,,,,,2020,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,1724,7533,1122,,,,,,2020,1
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,19656,,,2021,2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,11744,,,,1189,,,2020,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,152,64,,,,,,,2018,8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,72842,105855,340910,,,,,,2019,9
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,15960,13927,,,,13990,,,2018,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,114548,,,,,,,,2018,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,,7000,,,,,,,2021,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,133111,,,,,,,,2019,12
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,CONTENEDORES,72511,126844,361666,,,19645,,,2021,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,20630,,,,1137,,,2020,6
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,5740,,,,,6038,,,2020,1
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,,14910,,,,12589,,,2018,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,36725,62634,,,,,,,2020,1
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,20986,26476,,,,,,,2020,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,74,,,,,,,2019,5
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,333725,4098,,,,76203,,,2020,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,26001,,,,,,,2018,5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,9075,,,,,,,,2019,6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,31303,,,,,,,2018,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,4404,,,,,,,2018,1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,277693,,,,,,,2019,2
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,1406797,,,,,,,,2018,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,5040,20969,1595,,,,,,2019,4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,43613,71441,,,,,,,2021,5
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,11227,,,2019,2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,16986,,,,,,,,2020,4
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,54487,,,,,,,,2021,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,217,1066,,,,5825,,,2020,7
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,125593,,,,,,,,2018,2
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,15454,,,,546,1842,,,2019,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,98,4,2,,,,,,2018,2
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,684271,,,,,,,,2019,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,4728,16631,901,,,818,,,2019,11
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,,,,,6282,,,2018,5
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,,,,,15148,,,2018,7
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7254,,,2020,1
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,67716,,,,,,,2019,9
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,66097,,,,,,,2019,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,GENERAL,160,368,96,,,,,,2018,12
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,117614,,,,,,,,2020,11
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,45655,,,,,,,,2021,2
